title,psalm_subtitle,psalm_id,psalm_page,psalm_step,psalm_tags,psalm_capo,psalm_audio,psalm_html,psalm_text
"SEQUENCE OF PENTECOST","","167","20","lit","hym","0","https://aleyoscar.com/audio/en-us/sequence-of-pentecost.mp3","<div class='column'></div>","of sequence pentecost"
"SHE-LAMB OF GOD","","96","272","ele","vir","0","https://aleyoscar.com/audio/en-us/shelamb-of-god.mp3","<div class='column'></div>","shelamb of god"
"SHEMA ISRAEL","","234","218","cat","","0","https://aleyoscar.com/audio/en-us/shema-israel.mp3","<div class='column'></div>","shema israel"
"SHEPHERDS, LET US GO","","165","116","pre","lib","0","https://aleyoscar.com/audio/en-us/shepherds-let-us-go.mp3","<div class='column'></div>","us let go shepherds"
"SHLOM LEKH MARIAM","","149","130","pre","vir","0","https://aleyoscar.com/audio/en-us/shlom-lekh-mariam.mp3","<div class='column'></div>","shlom mariam lekh"
"SHOUT FOR JOY","","78","79-2","pre","","0","https://aleyoscar.com/audio/en-us/shout-for-joy.mp3","<div class='column'></div>","for joy shout"
"SIT DOWN ALONE AND IN SILENCE","","235","201","cat","","0","https://aleyoscar.com/audio/en-us/sit-down-alone-and-in-silence.mp3","<div class='column'></div>","down alone sit silence and in"
"SONG OF BALAAM","","24","87","pre","","0","https://aleyoscar.com/audio/en-us/song-of-balaam.mp3","<div class='column'></div>","song balaam of"
"SONG OF DEBORAH","","223","205","cat","","0","https://aleyoscar.com/audio/en-us/song-of-deborah.mp3","<div class='column'></div>","song deborah of"
"SONG OF MOSES","","34","55","pre","","0","https://aleyoscar.com/audio/en-us/song-of-moses.mp3","<div class='column'></div>","song moses of"
"SONG OF THE CHILDREN IN THE EASTER VIGIL","","133","81","pre","lib|heb","0","https://aleyoscar.com/audio/en-us/song-of-the-children-in-the-easter-vigil.mp3","<div class='column'></div>","of easter children song the vigil in"
"SONG OF THE HARVESTERS","","100","110","pre","","0","https://aleyoscar.com/audio/en-us/song-of-the-harvesters.mp3","<div class='column'></div>","harvesters song the of"
"STABAT MATER","","156","103","pre","hym|vir","0","https://aleyoscar.com/audio/en-us/stabat-mater.mp3","<div class='column'></div>","mater stabat"
"TAKE ME TO HEAVEN","","107","280","ele","var","0","https://aleyoscar.com/audio/en-us/take-me-to-heaven.mp3","<div class='column'></div>","to heaven take me"
"TE DEUM","","220","28","lit","hym","0","https://aleyoscar.com/audio/en-us/te-deum.mp3","<div class='column'></div>","te deum"
"TELL ALL THE FAINT-HEARTED","","48","84","pre","","0","https://aleyoscar.com/audio/en-us/tell-all-the-fainthearted.mp3","<div class='column'></div>","tell the all fainthearted"
"THE ARMOR OF GOD","","102","220","cat","","0","https://aleyoscar.com/audio/en-us/the-armor-of-god.mp3","<div class='column'></div>","armor the of god"
"THE CHILDREN OF BETHLEHEM","","258","117","pre","lib","0","https://aleyoscar.com/audio/en-us/the-children-of-bethlehem.mp3","<div class='column'></div>","the bethlehem of children"
"THE DARK NIGHT","","65","290","ele","var","0","https://aleyoscar.com/audio/en-us/the-dark-night.mp3","<div class='column'></div>","the night dark"
"THE DOVE HOVERED OVER","","242","277","ele","sal","0","https://aleyoscar.com/audio/en-us/the-dove-hovered-over.mp3","<div class='column'></div>","over the dove hovered"
"THE FOOLISH ONE THINKS THERE IS NO GOD","","58","135","pre","","0","https://aleyoscar.com/audio/en-us/the-foolish-one-thinks-there-is-no-god.mp3","<div class='column'></div>","thinks no foolish there god the one is"
"THE KINGS SHALL SEE YOU","","70","203","cat","","0","https://aleyoscar.com/audio/en-us/the-kings-shall-see-you.mp3","<div class='column'></div>","kings see you the shall"
"THE LORD ANNOUNCES A GOOD NEWS","","60","98","pre","","0","https://aleyoscar.com/audio/en-us/the-lord-announces-a-good-news.mp3","<div class='column'></div>","a good news lord the announces"
"THE LORD HAS GIVEN ME","","62","207","con","pan","0","https://aleyoscar.com/audio/en-us/the-lord-has-given-me.mp3","<div class='column'></div>","lord given has the me"
"THE LORD IS MY LIGHT AND MY SALVATION","","259","44-1","pre","","0","https://aleyoscar.com/audio/en-us/the-lord-is-my-light-and-my-salvation.mp3","<div class='column'></div>","my light salvation lord the is and"
"THE LORD IS MY SHEPHERD","","61","59","pre","","0","https://aleyoscar.com/audio/en-us/the-lord-is-my-shepherd.mp3","<div class='column'></div>","my lord the is shepherd"
"THE MARCH IS HARD","","98","32-2","pre","var","0","https://aleyoscar.com/audio/en-us/the-march-is-hard.mp3","<div class='column'></div>","march the is hard"
"THE MESSIAH, LION TO VANQUISH","","57","146","pre","pan","0","https://aleyoscar.com/audio/en-us/the-messiah-lion-to-vanquish.mp3","<div class='column'></div>","to messiah the vanquish lion"
"THE PEOPLE WHO WALKED IN DARKNESS","","59","86","pre","","0","https://aleyoscar.com/audio/en-us/the-people-who-walked-in-darkness.mp3","<div class='column'></div>","people the who walked in darkness"
"THE SAME GOD","","224","263","ele","","0","https://aleyoscar.com/audio/en-us/the-same-god.mp3","<div class='column'></div>","god the same"
"THE SERMON ON THE MOUNTAIN","","148","291","ele","","0","https://aleyoscar.com/audio/en-us/the-sermon-on-the-mountain.mp3","<div class='column'></div>","mountain the sermon on"
"THE SONG OF THE LAMB","","66","274","con","pan","0","https://aleyoscar.com/audio/en-us/the-song-of-the-lamb.mp3","<div class='column'></div>","lamb song the of"
"THE SOWER","","225","209","cat","","0","https://aleyoscar.com/audio/en-us/the-sower.mp3","<div class='column'></div>","the sower"
"THE SPIRIT OF THE LORD IS UPON ME","","54","210-1","cat","","0","https://aleyoscar.com/audio/en-us/the-spirit-of-the-lord-is-upon-me.mp3","<div class='column'></div>","of lord spirit the is upon me"
"THE VOICE OF MY BELOVED","","101","276","ele","","0","https://aleyoscar.com/audio/en-us/the-voice-of-my-beloved.mp3","<div class='column'></div>","my of beloved the voice"
"THE WHITE HORSE","","53","206","cat","","0","https://aleyoscar.com/audio/en-us/the-white-horse.mp3","<div class='column'></div>","the white horse"
"THERE WERE TWO ANGELS","","145","93","pre","lib|heb","0","https://aleyoscar.com/audio/en-us/there-were-two-angels.mp3","<div class='column'></div>","there angels two were"
"THIS IS MY COMMANDMENT","","72","294","ele","","0","https://aleyoscar.com/audio/en-us/this-is-my-commandment.mp3","<div class='column'></div>","my this is commandment"
"THUS SPEAKS THE AMEN","","20","202","cat","","0","https://aleyoscar.com/audio/en-us/thus-speaks-the-amen.mp3","<div class='column'></div>","speaks thus amen the"
"TO THE PASCHAL VICTIM","","1","69","pre","hym","0","https://aleyoscar.com/audio/en-us/to-the-paschal-victim.mp3","<div class='column'></div>","to the victim paschal"
"TO YOU I LIFT UP MY EYES","","3","123","pre","","0","https://aleyoscar.com/audio/en-us/to-you-i-lift-up-my-eyes.mp3","<div class='column'></div>","my lift to up you i eyes"
"TO YOU, O LORD, I LIFT UP MY SOUL","","5","121","pre","","0","https://aleyoscar.com/audio/en-us/to-you-o-lord-i-lift-up-my-soul.mp3","<div class='column'></div>","my lift to o you up lord i soul"
"TO YOU, O LORD, WITH MY VOICE I CRY FOR HELP","","4","119","pre","","0","https://aleyoscar.com/audio/en-us/to-you-o-lord-with-my-voice-i-cry-for-help.mp3","<div class='column'></div>","my for to o you lord help i with voice cry"
"TO YOU O LORD","","6","96","pre","","0","https://aleyoscar.com/audio/en-us/to-you-o-lord.mp3","<div class='column'></div>","to o you lord"
"TOWARDS YOU HOLY CITY","","79","32-1","pre","var","0","https://aleyoscar.com/audio/en-us/towards-you-holy-city.mp3","<div class='column'></div>","holy you towards city"
"URÍ URÍ URÁ","","164","71-1","pre","lib","0","https://aleyoscar.com/audio/en-us/uri-uri-ura.mp3","<div class='column'></div>","uri ura"
"VIRGIN OF WONDER","","171","107","pre","vir","0","https://aleyoscar.com/audio/en-us/virgin-of-wonder.mp3","<div class='column'></div>","wonder virgin of"
"WHEN I AWAKE","","10","80","pre","","0","https://aleyoscar.com/audio/en-us/when-i-awake.mp3","<div class='column'></div>","i when awake"
"WHEN ISRAEL CAME OUT OF EGYPT","","44","57","pre","","0","https://aleyoscar.com/audio/en-us/when-israel-came-out-of-egypt.mp3","<div class='column'></div>","egypt israel out of when came"
"WHEN THE LORD","","43","48","pre","","0","https://aleyoscar.com/audio/en-us/when-the-lord.mp3","<div class='column'></div>","the when lord"
"WHILE I WAS SLEEPING","","222","270","ele","","0","https://aleyoscar.com/audio/en-us/while-i-was-sleeping.mp3","<div class='column'></div>","was while i sleeping"
"WHO IS SHE","","138","275","ele","","0","https://aleyoscar.com/audio/en-us/who-is-she.mp3","<div class='column'></div>","she who is"
"WHO IS THIS WHO COMES FROM EDOM - THE WINEPRESSER","","56","208","con","pan","0","https://aleyoscar.com/audio/en-us/who-is-this-who-comes-from-edom-the-winepresser.mp3","<div class='column'></div>","from this the edom who is comes winepresser"
"WHO WILL SEPARATE US","","139","46","pre","","0","https://aleyoscar.com/audio/en-us/who-will-separate-us.mp3","<div class='column'></div>","us will who separate"
"WHY DO THE NATIONS CONSPIRE?","","134","77","pre","","0","https://aleyoscar.com/audio/en-us/why-do-the-nations-conspire.mp3","<div class='column'></div>","conspire do the nations why"
"YOU ARE BEAUTIFUL, MY BELOVED, AS TIRZAH","","241","292","ele","","0","https://aleyoscar.com/audio/en-us/you-are-beautiful-my-beloved-as-tirzah.mp3","<div class='column'></div>","my are you beloved tirzah beautiful as"
"YOU ARE BEAUTIFUL","","67","113","pre","","0","https://aleyoscar.com/audio/en-us/you-are-beautiful.mp3","<div class='column'></div>","are you beautiful"
"YOU ARE MY HOPE, O LORD","","236","281","ele","sal","0","https://aleyoscar.com/audio/en-us/you-are-my-hope-o-lord.mp3","<div class='column'></div>","my hope are o you lord"
"YOU ARE THE WAY","","221","211","cat","sal","0","https://aleyoscar.com/audio/en-us/you-are-the-way.mp3","<div class='column'></div>","the are you way"
"YOU HAVE SEDUCED ME, O LORD","","115","289","ele","","0","https://aleyoscar.com/audio/en-us/you-have-seduced-me-o-lord.mp3","<div class='column'></div>","o you lord have me seduced"
"YOU STOLE MY HEART","","243","295","ele","","0","https://aleyoscar.com/audio/en-us/you-stole-my-heart.mp3","<div class='column'></div>","my stole you heart"
"YOU WHO DWELL IN THE GARDENS","","91","271","ele","","0","https://aleyoscar.com/audio/en-us/you-who-dwell-in-the-gardens.mp3","<div class='column'></div>","gardens you the who in dwell"
"YOU WILL SHOW ME THE PATH OF LIFE","","114","133","pre","","0","https://aleyoscar.com/audio/en-us/you-will-show-me-the-path-of-life.mp3","<div class='column'></div>","path of will show life you the me"
"ZACCHEUS","","178","142","pre","","0","https://aleyoscar.com/audio/en-us/zaccheus.mp3","<div class='column'></div>","zaccheus"
